record_id,fold,smiles,y_true,MW,heavy_atoms,identity_formal_charge,feature_array_row,source_feature_row,row_id,prepared_smiles,prepared_formal_charge,prepared_is_charged,native_cached,norm_l2,centered_norm_l2,member1_norm_l2,member2_norm_l2,PC1,PC2,PC3,PC4,PC5
nesso_8b35d3bd288aab9e4be6,0,CN(c1ccccc1C(N)=O)S(=O)(=O)c1c[nH]c2cc(Cl)ccc12,5.66,363.8260000000001,24,0,1837,2271,OADMET-0003190,CN(c1ccccc1C(N)=O)S(=O)(=O)c1c[nH]c2cc(Cl)ccc12,0,0,4.963914394378662,18.385151990749442,5.435847524678089,17.319828722677034,6.1674424796741905,3.8439086543265706,-2.967736172118544,0.361334193141856,-1.0885517311356876,1.1648305462506923
nesso_8b5352430a396a476500,4,CS(=O)(=O)Nc1cncc(C(=O)NCCOc2ccccc2-c2ccccc2)c1,4.58,411.48300000000006,29,0,1838,2272,OADMET-0005084,CS(=O)(=O)Nc1cncc(C(=O)NCCOc2ccccc2-c2ccccc2)c1,0,0,5.099572658538818,17.03883854076464,6.3219028020605785,16.443021652058235,4.466436808932887,-5.459323461788941,2.556365742471419,-0.037850738678279594,0.9033714185442104,-0.3623454987812923
nesso_8b54257d75e37a296eeb,3,Cc1ccc(Cn2nccc2NS(=O)(=O)c2cnc3c(c2)c(C)nn3C)cc1,4.2,396.47600000000017,28,0,1839,2273,OADMET-0005722,Cc1ccc(Cn2nccc2NS(=O)(=O)c2cnc3c(c2)c(C)nn3C)cc1,0,0,5.196114540100098,17.661116721093325,7.52439046750859,16.83073919671486,5.351753163987326,-5.933243613616682,3.2273965483175733,0.9836562148312735,1.8085830679978916,0.565462902535832
nesso_8b97f767c33814488ba9,0,Cc1ccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)cc1Cl,3.82,359.8130000000001,25,0,1840,2276,OADMET-0001999,Cc1ccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)cc1Cl,0,0,5.020493984222412,17.586930386265735,6.000978580428253,17.233783092326714,3.5066851495380837,-4.906813802450104,2.2120985514671596,-0.6976442579310117,0.22311276648787856,-1.8900300456668262
nesso_8bf0a0a91c6240946ff2,4,Cc1ccc(C(=O)O)cc1C#Cc1cnc2cccnn12,2.06,277.283,21,0,1841,2279,OADMET-0002187,Cc1ccc(C(=O)[O-])cc1C#Cc1cnc2cccnn12,-1,1,4.862575054168701,16.980312664013375,3.154218233664694,16.265222398088152,4.875813625271636,0.1504597991965574,-1.3082187401751593,-1.2263114106751545,-1.0566444040277432,-0.9330385013240321
nesso_8bf275737ec22f0f7a69,3,CSc1ccccc1S(=O)(=O)N1CCCCC1c1cnn(C)c1,5.85,351.497,23,0,1842,2280,OADMET-0003277,CSc1ccccc1S(=O)(=O)N1CCCCC1c1cnn(C)c1,0,0,4.892553329467773,19.318572749185428,3.8685970639017144,18.02491664947399,6.950513135379663,-0.4068534627091898,-1.5487641705520914,0.5148260858679794,2.030247625731027,1.9227665821762374
nesso_8bfd40ea055befb79dfb,2,C=CC(=O)N(C)CC(=O)NC(C)(CC)c1nc2c(c(=O)[nH]1)CCCC2,3.47,346.43100000000015,25,0,1843,2281,OADMET-0001760,C=CC(=O)N(C)CC(=O)NC(C)(CC)c1nc2c(c(=O)[nH]1)CCCC2,0,0,4.705373764038086,22.961482695495224,10.297085579874263,21.010001895861198,9.263342156664375,8.459027039912257,-5.2595730504951606,0.9223050844550477,1.484983942593809,0.0556075950975915
nesso_8c11a7f5a653b227d6f6,4,CCn1cccc(NC(=O)N2CCC2c2ccc(Cl)cc2)c1=O,4.52,331.80300000000005,23,0,1844,2282,OADMET-0005705,CCn1cccc(NC(=O)N2CCC2c2ccc(Cl)cc2)c1=O,0,0,4.751643180847168,17.337897918179035,2.8934410493479885,16.260286088661616,6.017125604146423,-0.41852385791700597,-1.6806098739333621,-1.7884054010758836,0.565064858826129,-0.7138344603652093
nesso_8c13cbdfcc2f1a7f5e9d,1,Cc1occ(-c2ccccc2)c1C(=O)NC[C@]1(CO)COC[C@@H](C)N1C,4.62,358.4380000000001,26,0,1845,2283,OADMET-0005147,Cc1occ(-c2ccccc2)c1C(=O)NC[C@]1(CO)COC[C@@H](C)[NH+]1C,1,1,4.869831562042236,17.972659289332064,5.969975806786845,15.53271564798733,9.041638486976998,2.6680629932058695,-3.8369419025616676,-0.9289066391039275,1.086615378368217,2.1810580444792933
nesso_8c19870a85d60dd43e70,1,Cc1cccc(C(C)NC(=O)c2cc(-c3ccccc3O)[nH]n2)c1C,4.94,335.40700000000004,25,0,1846,2284,OADMET-0002562,Cc1cccc(C(C)NC(=O)c2cc(-c3ccccc3O)[nH]n2)c1C,0,0,5.254800319671631,15.62948255538954,7.730545039704458,15.352158774326181,2.93120212832647,-6.252301584413668,3.621801298209674,-0.47086505446417065,-1.7334356713650259,-1.5541164900682578
nesso_8c1a6d54a982e3d069d2,3,CC(NC(=O)c1ncsc1Nc1ccccc1)c1ccc(NC(N)=O)cc1,5.42,381.4610000000001,27,0,1847,2285,OADMET-0003493,CC(NC(=O)c1ncsc1Nc1ccccc1)c1ccc(NC(N)=O)cc1,0,0,4.637655258178711,18.386440138151944,6.244063350014113,17.38350257032363,5.9895758899438505,3.6450916939012803,-3.389652111618802,-2.2400142965816547,-0.6014258256433087,-2.2846561668508127
nesso_8c1c01a5d38f0effe6fb,1,Cc1ncccc1Cc1nc(-c2ccc(NS(C)(=O)=O)cc2)no1,1.77,344.3960000000001,24,0,1848,2286,OADMET-0002886,Cc1ncccc1Cc1nc(-c2ccc(NS(C)(=O)=O)cc2)no1,0,0,4.750408172607422,18.110657294796052,3.276505010549255,17.034683538267448,6.149427973448391,0.5699785928350797,-2.2826655218059946,-1.3879978636576387,0.6591738568134852,-0.3992034596084017
nesso_8c2555ede47f3b4e3ecf,0,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,5.18,575.6870000000001,41,0,1849,2287,OADMET-0003588,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,0,0,6.140336036682129,19.88287964089496,12.84949996404023,19.719105174094278,2.546722196731217,-8.236607347584311,7.068778972266282,5.620094344390258,-0.9187290704573019,2.915950963694873
nesso_8c403f568b06afb42a11,0,COc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)ccc1C,4.56,313.279,22,0,1850,2289,OADMET-0005992,COc1cc(C(=O)Nc2cc(C(F)(F)F)n(C)n2)ccc1C,0,0,5.116883277893066,15.540244380032465,4.872819606178935,15.119350851325606,3.592272988742686,-3.544951214577888,0.7417307094858083,-1.3907101801355153,-2.068069848480998,-0.40759574908287705
nesso_8c4b208138b8b1f6531d,4,Cc1nccn1CC1CCCN(S(=O)(=O)N(C)C(C)C)C1,4.47,314.45500000000004,21,0,1851,2290,OADMET-0001251,Cc1nccn1CC1CCCN(S(=O)(=O)N(C)C(C)C)C1,0,0,5.00603723526001,21.143020128980066,6.373202366881303,19.457274675423278,8.272953667196987,2.208268800966979,-3.041356721980836,1.725251956973052,2.7441076644302145,3.419405080370395
nesso_8c52cfd3475198da0e71,4,Cc1onc(OC(F)F)c1NC(=O)c1cc(-c2ccccc2)nc2c1c(C)nn2C,5.42,413.3840000000001,30,0,1852,2291,OADMET-0002892,Cc1onc(OC(F)F)c1NC(=O)c1cc(-c2ccccc2)nc2c1c(C)nn2C,0,0,5.361710548400879,14.440355396464899,4.361215794379742,14.147073177623993,2.8955456278851317,-2.28270122615516,0.19707391713318115,-1.0766157251056345,-3.0749428524532627,0.8240227054469238
nesso_8c958eb4dee901edab27,0,C[C@@H]1CN(C(=O)Nc2ccc(-n3ccc(C(F)(F)F)n3)cc2)CC[C@H](C)O1,4.68,382.38600000000014,27,0,1853,2294,OADMET-0005627,C[C@@H]1CN(C(=O)Nc2ccc(-n3ccc(C(F)(F)F)n3)cc2)CC[C@H](C)O1,0,0,5.295782566070557,15.653106154177046,4.478380615053376,14.677955749782654,5.43850597879212,-3.014646271947532,0.06020594722115932,-0.2556870937211033,-0.3346010995879152,2.9377875503644733
nesso_8cbcb186e038a5a07965,2,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,5.25,551.6250000000002,39,0,1854,2297,OADMET-0003550,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,0,0,6.031651496887207,16.440437960602726,10.781849206889412,15.942172531308543,4.016856397535078,-7.55181052484166,5.746417886714878,2.4684495038018914,-2.5828777493038464,0.49151127949803697
nesso_8cc609c3f41364b2ea8f,3,O=C(O)c1ccccc1Cl,2.36,156.56799999999998,10,0,1855,2298,OADMET-0002156,O=C([O-])c1ccccc1Cl,-1,1,4.145044326782227,39.16005465395974,29.322017796530684,37.003117688383625,12.817143279246912,27.149045752040337,-6.243516045564014,7.1441182132675065,0.17373547337613715,-3.894207245257566
nesso_8ccb43af0b344206b990,3,CCc1ccc(NC(=O)CN2CC(=O)N(C)c3ccccc3C2)cc1,4.67,337.42300000000006,25,0,1856,2299,OADMET-0004804,CCc1ccc(NC(=O)C[NH+]2CC(=O)N(C)c3ccccc3C2)cc1,1,1,4.900094509124756,16.746864507352587,4.398628053328449,16.232739864236077,4.117721132819306,-3.188933452187438,0.3444219846131129,-1.7756955071932101,-0.49699909213808746,-1.4631871068737414
nesso_8cedbeaf690522f8f0de,2,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,4.3,514.6290000000004,39,0,1857,2300,OADMET-0003636,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)[O-])cc1,-1,1,5.653470039367676,16.216179758020324,9.06954400298581,16.069616383470827,2.1752965849543626,-7.067836167835525,4.875424337717653,1.5094062719398513,-1.6191874136192335,0.2650903740255733
nesso_8d201e41f0197574ace5,0,CC(C(=O)NS(=O)(=O)C1CCc2ccccc21)n1ccc(C(F)(F)F)n1,4.26,387.383,26,0,1858,2302,OADMET-0005353,CC(C(=O)NS(=O)(=O)C1CCc2ccccc21)n1ccc(C(F)(F)F)n1,0,0,4.987155437469482,17.696276186819297,3.198156367688964,16.540471562635453,6.290547779473236,0.7651378766730231,-2.354567458979453,-0.5978868426936838,0.4230438144729176,1.3866067724024895
nesso_8d2f4e972bca3d518c53,1,CCOc1cccc(NC(=O)N2CCN(C3CC3)C(C(N)=O)C2)c1,4.46,332.40400000000005,24,0,1859,2303,OADMET-0005331,CCOc1cccc(NC(=O)N2CC[NH+](C3CC3)C(C(N)=O)C2)c1,1,1,4.6730055809021,20.306049070412598,4.860984391813306,19.13379493719913,6.799523523837336,2.1154251535945985,-3.1078302301280925,-0.7152373977267035,1.9431237000741313,-0.6594937829280274
nesso_8d5764dbdf5408d54ee5,3,Cc1cccc(C)c1C1CCCN1C(=O)NCc1nccn1CC(C)C,5.48,354.49800000000005,26,0,1860,2304,OADMET-0003407,Cc1cccc(C)c1C1CCCN1C(=O)NCc1nccn1CC(C)C,0,0,5.3281354904174805,14.168044817057028,5.563162575006311,13.828758590606851,3.0820333841238265,-4.444854272647081,1.583862203768255,-1.0530037524986358,-2.4494995814044813,0.7122383616595396
nesso_8d6adb3bf1a849a21b35,0,C=CC(=O)NCCC(=O)N1CCN(c2c(C#N)cnc3ccccc23)CC1,3.83,363.4210000000001,27,0,1861,2305,OADMET-0001577,C=CC(=O)NCCC(=O)N1CCN(c2c(C#N)cnc3ccccc23)CC1,0,0,4.739144325256348,17.659969254246345,3.2457778481955546,16.648200541821357,5.891683357091188,-0.9660161700653529,-1.4795134981894043,-1.989307289736166,1.0764054316099823,-1.0077074930509382
nesso_8d772e62d6dc83cf1f1b,1,CC(O)(Cn1ccccc1=O)C(=O)N1CCc2ccc(Cl)cc2C1,4.6,346.814,24,0,1862,2306,OADMET-0005921,CC(O)(Cn1ccccc1=O)C(=O)N1CCc2ccc(Cl)cc2C1,0,0,4.827594757080078,17.33279128409818,5.151981546349374,16.552218536960936,5.1429286600920925,2.8893509565475712,-2.9780969774272057,-1.5258453047339673,-1.8147805710807323,-0.8753949403810313
nesso_8d912781e123bb84afec,4,C=CC(=O)Nc1ccc(C(=O)NC(c2ncccn2)C2CC2)cc1,3.25,322.3680000000001,24,0,1863,2309,OADMET-0001757,C=CC(=O)Nc1ccc(C(=O)NC(c2ncccn2)C2CC2)cc1,0,0,4.790864944458008,17.55798788406382,4.402588257428,16.683226662991405,5.472923044241043,2.0747743670029815,-2.849886374706065,-1.299975328750602,-1.1822631949220326,-0.3401770820567473
nesso_8d9191a43c6c5b823d0e,4,COc1cc(S(=O)(=O)N2CCCc3cccc(OC)c32)sn1,5.58,340.42600000000004,22,0,1864,2310,OADMET-0003233,COc1cc(S(=O)(=O)N2CCCc3cccc(OC)c32)sn1,0,0,5.124789714813232,14.52183644328858,5.092035758240688,13.490701665618896,5.374449018726648,-3.879262389639123,0.7689014696365333,-0.9700270692557409,-0.8723328114344898,1.7524324470122814
nesso_8d987998349cca8f40d8,1,C=CC(=O)N1CCN(C(=O)c2csc(N=S(C)(=O)N(C)C)n2)[C@@H](C)C1,3.66,385.5150000000002,25,0,1865,2311,OADMET-0001671,C=CC(=O)N1CCN(C(=O)c2csc(N=S(C)(=O)N(C)C)n2)[C@@H](C)C1,0,0,5.180636882781982,23.140478224472417,12.290097677000228,22.0125531877262,7.136472140687374,10.290462730091264,-4.784805561554007,3.048279870624718,-1.797340638002237,1.9294661139155609
nesso_8da8c70260852b2529a2,4,NS(=O)(=O)c1sccc1CNC1Cc2ccc(Cl)cc2C1,5.14,342.8730000000001,21,0,1866,2312,OADMET-0005325,NS(=O)(=O)c1sccc1C[NH2+]C1Cc2ccc(Cl)cc2C1,1,1,4.828596115112305,17.646300483007373,5.724610900964066,16.60864099571559,5.961959829789337,3.4980328095038,-3.470878687263633,-1.7716172282007476,-1.0310318789690887,-0.8840247227018254
nesso_8dc42f73a5232c623df4,2,O=C(O)c1ccc(C(F)(F)F)cc1,2.15,190.11999999999998,13,0,1867,2313,OADMET-0002142,O=C([O-])c1ccc(C(F)(F)F)cc1,-1,1,4.711094856262207,32.794581363916706,22.985282880624702,30.884790791011397,11.02788577334796,20.82143334062272,-5.313441445846062,7.108756337711272,-1.2682048361750842,0.42413131588327735
nesso_8dcce75d13f769b7296b,0,COc1ccc(C(NC(=O)N2Cc3ccccc3C2)C2CC2)cn1,5.16,323.3960000000001,24,0,1868,2314,OADMET-0003464,COc1ccc(C(NC(=O)N2Cc3ccccc3C2)C2CC2)cn1,0,0,4.951087951660156,16.944992740370846,4.815511078026277,16.25416672585093,4.789033620623393,-4.198724098985769,1.0741595903424803,-1.2313035671976928,0.8720837177543095,-0.7047286955313774
nesso_8df1297e4ce29ee8498f,4,Cc1nc2cc(C(=O)N3CC(Oc4ccccc4Cl)C3)ccc2s1,3.68,358.8500000000001,24,0,1869,2315,OADMET-0001292,Cc1nc2cc(C(=O)N3CC(Oc4ccccc4Cl)C3)ccc2s1,0,0,5.126903533935547,14.892779970815486,3.9708063309792383,14.405692154706157,3.777688288220766,-2.8902902046520973,0.2859681320840315,-1.4665777938587392,-1.8746035258963367,0.22372596496600533
nesso_8e238e605741c62ffd9c,2,Cc1cccnc1C(NC(=O)N1CC(=O)N(CC2CC2)C1)C(C)C,5.35,330.43200000000013,24,0,1870,2316,OADMET-0003194,Cc1cccnc1C(NC(=O)N1CC(=O)N(CC2CC2)C1)C(C)C,0,0,5.1125030517578125,17.74557639617174,6.0834439804144775,15.339793746185675,8.921670777205934,-2.631705329578166,-0.5730166059296821,-0.21499833429134096,2.9872543626520898,3.1808122248067674
nesso_8e3da3a69d5f2527170e,4,CCc1c(C)cccc1C(C(=O)NCC1CCOC1)N1CCC(CC(C)O)CC1,4.95,402.57900000000024,29,0,1871,2317,OADMET-0003209,CCc1c(C)cccc1C(C(=O)NCC1CCOC1)[NH+]1CCC(CC(C)O)CC1,1,1,4.984202861785889,19.51732445187903,5.084569778815236,18.213321656273404,7.014333040641664,2.6579737709125855,-3.395441169287544,-0.4489371725408696,1.3931462692618823,0.7237845836847827
nesso_8e40ae90b4293a3de390,4,O=C(c1ccccn1)C1CCCN(C(=O)NCCc2noc(C3CC3)n2)C1,4.26,369.4250000000001,27,0,1872,2318,OADMET-0001101,O=C(c1ccccn1)C1CCCN(C(=O)NCCc2noc(C3CC3)n2)C1,0,0,4.803461074829102,20.408426375008748,5.656761180741745,18.803449151527534,7.933105766978729,3.4702451892124744,-3.4954131879612653,0.6320563647323614,1.729377456284559,1.4307414656406259
nesso_8e4c1d0cc90b32be0228,2,O=C(NCc1ncc[nH]1)C1(c2cccc(Br)c2)CCCCC1,5.47,362.2710000000002,22,0,1873,2320,OADMET-0003455,O=C(NCc1ncc[nH]1)C1(c2cccc(Br)c2)CCCCC1,0,0,4.802839279174805,16.047546390953524,3.7086201327563098,14.66828065801122,6.508862243711991,-1.360059366354218,-1.2516380385735595,-2.352746387892531,0.49161730549046345,-0.3968526137402695
nesso_8e5eb12371676fce58a8,4,O=C(NCc1cccnc1Oc1ccc(F)cc1F)c1cncc(F)c1,3.91,359.307,26,0,1874,2321,OADMET-0001077,O=C(NCc1cccnc1Oc1ccc(F)cc1F)c1cncc(F)c1,0,0,5.109116077423096,15.414688367880022,3.203632953047548,14.862591982681696,4.088517706355379,-0.7639083703161542,-0.9854438777317213,-1.036822186092335,-2.155634858846065,0.8421086455328606
nesso_8e60baccd4a4cef6c74c,3,COc1ccccc1C(C)(C)n1cc(C(C)(C)NS(C)(=O)=O)nn1,5.03,352.46000000000004,24,0,1875,2322,OADMET-0005133,COc1ccccc1C(C)(C)n1cc(C(C)(C)NS(C)(=O)=O)nn1,0,0,5.126351833343506,16.044912180979342,2.578328234891439,15.232179056288782,5.041817935278567,-0.9322831352579728,-1.1606829339938713,-0.8479566152218048,-0.7194880340595307,1.4840411828170077
nesso_8e80fb6ad20d84b0d7e2,3,Cc1nnc(N(C)C(=O)c2c(Cl)cccc2OCC2CC2)s1,4.83,337.8320000000001,22,0,1876,2323,OADMET-0005836,Cc1nnc(N(C)C(=O)c2c(Cl)cccc2OCC2CC2)s1,0,0,5.593898773193359,19.22293634492014,11.334276401320952,18.910121609661616,3.4537779935398896,-7.921020429941773,6.269361266592629,4.2009584025080535,-0.2133974843564237,1.7792590349773585
nesso_8eab66317e1d0445fe9c,1,CCn1c(=O)c(N2CCN(c3cc(C)ccn3)CC2)nc2ccccc21,5.04,349.4380000000001,26,0,1877,2324,OADMET-0003969,CCn1c(=O)c(N2CCN(c3cc(C)ccn3)CC2)nc2ccccc21,0,0,5.143801212310791,14.578893180098206,4.257638062195054,14.17227160738098,3.4191875999039465,-0.17352266963085344,-1.2047368840219495,-1.5615074660830475,-3.4105033758584087,0.36715062174209245
nesso_8eb60a4ddec08408285c,2,CN(Cc1nc(-c2c(F)cccc2F)cs1)CC1(O)CCC1,4.03,324.39600000000013,22,0,1878,2325,OADMET-0005780,C[NH+](Cc1nc(-c2c(F)cccc2F)cs1)CC1(O)CCC1,1,1,4.795591354370117,22.113016261907557,8.392524483430842,20.51223961998756,8.260357980838396,6.568835622822744,-4.513830479880507,0.9248936528331834,1.5642725019802812,0.3654664955661546
nesso_8ec29168a5d70a02d929,3,CC(CNC(=O)CCn1c(N2CCCCC2)nc2ccsc2c1=O)c1ccccc1,5.14,424.57000000000005,30,0,1879,2326,OADMET-0001371,CC(CNC(=O)CCn1c(N2CCCCC2)nc2ccsc2c1=O)c1ccccc1,0,0,5.1561994552612305,16.162069950348883,5.990766628452407,15.810036328490995,3.3548854483820136,-5.109992234744064,2.3204166536660136,-0.518958867072673,-1.2229452679054233,-0.6471766142770906
nesso_8ee33d73d889f8add5d1,1,CC(C)CCOc1ccc(S(=O)(=O)N2CC(=O)Nc3ccccc32)cc1,5.36,374.46200000000005,26,0,1880,2327,OADMET-0003041,CC(C)CCOc1ccc(S(=O)(=O)N2CC(=O)Nc3ccccc32)cc1,0,0,5.37218713760376,20.26600412747683,12.0565689504245,19.833074187395972,4.1665443201957535,-8.089993621012272,6.722340157912175,3.995762141838469,2.1016743438442194,-0.46466055298336056
nesso_8ef115c0947e9e043656,0,C=CC(=O)N(Cc1cc(Br)ccc1F)C1CCC2(CC1)OCCO2,5.28,398.27200000000033,24,0,1881,2328,OADMET-0001584,C=CC(=O)N(Cc1cc(Br)ccc1F)C1CCC2(CC1)OCCO2,0,0,5.059693336486816,17.808491550592862,3.6925675198270724,17.345342678654966,4.035028954985077,-2.4737529498173587,0.24607673085382006,-0.21818762796681573,-0.15087261378837868,0.09544065558987785
nesso_8ef617dffd2592c7d893,0,C=CC(=O)NCCC(=O)N1CCc2c(ccc(Br)c2F)C1,4.26,355.207,21,0,1882,2330,OADMET-0001762,C=CC(=O)NCCC(=O)N1CCc2c(ccc(Br)c2F)C1,0,0,4.721985816955566,17.679348644980998,3.6188104572750217,15.884213131465202,7.762160891464431,-0.8715934116972756,-1.8193082693224545,-1.39726380741767,1.8558150336273185,0.7636036994066211
nesso_8f0087d8d5b59fe9db64,0,CC1(c2nc(-c3csc(C(F)(F)F)c3)no2)CCNC(=O)C1,5.07,331.31900000000013,22,0,1883,2332,OADMET-0006020,CC1(c2nc(-c3csc(C(F)(F)F)c3)no2)CCNC(=O)C1,0,0,5.345156192779541,15.883887996338133,5.2697235342281274,15.467810558931951,3.6117494920340074,-4.2131668298937255,1.5561324596037949,0.1965641392156111,-1.5233922486782172,1.6610136417013295
nesso_8f0861a4a867dffe09e1,2,O=S(=O)(Nc1ccc(F)c(Cl)c1)c1cnc2ccccc2c1,5.15,336.77500000000003,22,0,1884,2333,OADMET-0003265,O=S(=O)(Nc1ccc(F)c(Cl)c1)c1cnc2ccccc2c1,0,0,4.9682722091674805,15.643771026324032,4.1587742396881815,15.0205412172759,4.371603077152712,-3.4250352548586775,0.5256447908073494,-1.5965148749178066,-0.9321740258096363,-0.4496070478917707
nesso_8f234f59e2dbc8d3f888,4,CCCN1C(=O)CC[C@]2(CNC(=O)c3noc(C)c3COC)CCC[C@@H]12,4.1,363.4580000000002,26,0,1885,2334,OADMET-0001409,CCCN1C(=O)CC[C@]2(CNC(=O)c3noc(C)c3COC)CCC[C@@H]12,0,0,4.856624603271484,19.54320029806524,6.8703934566127804,16.25299230717483,10.852507496114118,1.2635375185410744,-3.5058092066706137,-1.3329579773291906,4.027549180331993,1.7348041159548078
nesso_8f2bd49c37337f893e36,2,Cc1cc(C)c(N)c(C)c1,1.82,135.21,10,0,1886,2335,OADMET-0002074,Cc1cc(C)c(N)c(C)c1,0,0,4.570564270019531,21.817244489142343,9.104456412661976,20.534861253552407,7.369642487689886,6.978282892647142,-3.5422884264694123,2.067553035644592,-1.21627969847626,-0.19430920582530703
nesso_8f3ba256d8b11e17d64e,4,CC(c1nnnn1C)N1CCOC(c2ccc(Cl)c(Cl)c2)C1,5.22,342.23000000000013,22,0,1887,2336,OADMET-0005964,CC(c1nnnn1C)[NH+]1CCOC(c2ccc(Cl)c(Cl)c2)C1,1,1,4.806644439697266,19.891471626000854,6.654493522421831,18.17972980237528,8.07267413938064,4.76762355037501,-4.2141849320347475,-0.18239406741558006,0.9123139431554812,0.6844829790258671
nesso_8f3dadf6c6bed6ea695f,2,CC(=O)NCc1ccc(-c2csc(C3CCCN(C(C)=O)C3)n2)s1,4.84,363.5080000000001,24,0,1888,2337,OADMET-0005990,CC(=O)NCc1ccc(-c2csc(C3CCCN(C(C)=O)C3)n2)s1,0,0,4.962422847747803,14.980533703651147,3.956027476238457,14.347893702979732,4.307474472846301,-2.2565111118574546,-0.5262929267247378,-2.598365946697149,-1.315223407567975,-0.8077835067562017
nesso_8f6b3036d1ea6ed936ac,3,Cc1ccc(S(=O)(=O)N2CCCCC2)cc1NS(=O)(=O)c1cccc(Cl)c1O,5.37,444.9620000000001,28,0,1889,2339,OADMET-0003372,Cc1ccc(S(=O)(=O)N2CCCCC2)cc1NS(=O)(=O)c1cccc(Cl)c1O,0,0,5.103912830352783,15.610812754375889,4.643788149482776,14.92812255323044,4.5660302110167486,-4.069080589224809,1.0693677292139772,-1.2253901025373044,-0.08188940888766175,0.007987902002516117
nesso_8f83e6613a402c27d0af,3,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,4.56,368.3850000000001,27,0,1890,2341,OADMET-0003614,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,0,0,5.136350154876709,15.621186727903924,6.512039325611511,15.119555147035078,3.9268978779447257,-4.640443291660195,2.4879015788302694,-0.9213999756823306,-2.1157597963388275,-1.83697169349172
nesso_8f8beff38f9c84710d4d,4,NCc1ccc(C(=O)NCCc2nc(N)cc(O)n2)cc1,3.76,287.323,21,0,1891,2342,OADMET-0001041,Nc1cc(O)nc(CCNC(=O)c2ccc(C[NH3+])cc2)n1,1,1,4.4123969078063965,20.76583777369948,7.8685521796292095,19.488870921856286,7.169653313433558,5.329495531831647,-4.425423178401263,-1.62273372748658,0.4834174253479199,-2.6034673844764438
nesso_8f9383bceb2ff47dad4c,0,CC(C)CN(Cc1cccc(F)c1)C(=O)CCc1cncnc1,4.73,315.39199999999994,23,0,1892,2343,OADMET-0005067,CC(C)CN(Cc1cccc(F)c1)C(=O)CCc1cncnc1,0,0,4.8763041496276855,16.370960691105502,4.791092606665494,14.779453378259396,7.041030591438902,-2.931810316268053,-0.5206731938430128,-2.1208449281398383,1.6961342391189742,0.34253128635132474
nesso_8fc8a25839f946851a28,1,Brc1ccccc1C1CCCN1c1ncnc2[nH]ncc12,5.66,344.216,21,0,1893,2346,OADMET-0003142,Brc1ccccc1C1CCCN1c1ncnc2[nH]ncc12,0,0,5.113590717315674,14.027802042520454,5.097383486441424,13.502305961826147,3.8035462212749693,-3.351422020604408,0.7627577343397621,-1.6032696386269578,-3.006447803108178,-0.03370186083239757
nesso_8fde60171ff2806f889d,0,CC(C)n1nnnc1-c1ccc(NS(=O)(=O)c2cnn(C)c2)cc1F,4.12,365.39400000000006,25,0,1894,2347,OADMET-0005576,CC(C)n1nnnc1-c1ccc(NS(=O)(=O)c2cnn(C)c2)cc1F,0,0,5.035940647125244,21.869224420838993,11.382165055541648,20.273022550241055,8.201678696854577,9.718581891485524,-4.228368600672397,1.9368318324270122,-1.3993625585435117,1.2179234511224724
nesso_8fed669a68b4db8aae8d,4,CC(C)C(=O)N(CCCN1CCCC1)C1CCCN(C(=O)COc2ccc(F)cc2)C1,3.87,433.5680000000001,31,0,1895,2348,OADMET-0001467,CC(C)C(=O)N(CCC[NH+]1CCCC1)C1CCCN(C(=O)COc2ccc(F)cc2)C1,1,1,4.907544136047363,20.19643724786499,5.629272766009559,18.861581301194178,7.220583655452684,3.3979168759912666,-3.5649826258267776,-0.19444399280106991,1.6377186483917212,0.30894137005098593
nesso_904ea5b1e0f0ff868abb,0,Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,3.59,259.14899999999994,17,0,1896,2351,OADMET-0002124,Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,0,0,5.012152671813965,17.159995241485618,5.086093612296554,16.722800407086922,3.8488158221123716,-3.71379200328828,1.2246266572251931,-0.9559123514710668,-0.75699452669421,-1.6015435267776803
