feature_row,original_id,identity_canonical_smiles,prepared_smiles,pEC50,role,nearest_development_similarity,nearest_development_id,nearest_development_smiles,nearest_development_pEC50
779,OADMET-0001902,COc1ccc2cc(C(=O)N3CCc4ccccc4C3)[nH]c2c1,COc1ccc2cc(C(=O)N3CCc4ccccc4C3)[nH]c2c1,4.7,lockbox_primary,0.5306122448979592,OADMET-0002318,COc1ccc2cc(C(=O)O)[nH]c2c1,2.88
787,OADMET-0003101,Cc1cccc2oc(C(=O)N3Cc4cnn(C)c4CC(C)(C)C3)cc12,Cc1cccc2oc(C(=O)N3Cc4cnn(C)c4CC(C)(C)C3)cc12,5.61,lockbox_primary,0.4583333333333333,OADMET-0004833,Cn1ncc2c1CC(C)(C)CN(C(=O)NCc1ccc(Br)s1)C2,5.21
793,OADMET-0004842,CC(Cn1ncc2ccccc21)C(=O)N1CCC(n2ccc(C(F)(F)F)n2)CC1,CC(Cn1ncc2ccccc21)C(=O)N1CCC(n2ccc(C(F)(F)F)n2)CC1,5.11,excluded_initial_emax,0.45454545454545453,OADMET-0005136,O=C(Cc1cnn2ccccc12)N1CCCC(n2ccc(C(F)(F)F)n2)C1,5.05
797,OADMET-0003079,Cc1ccc(C(=O)Nc2ccc(-c3nc4cc(F)ccc4s3)cc2C)nn1,Cc1ccc(C(=O)Nc2ccc(-c3nc4cc(F)ccc4s3)cc2C)nn1,2.88,lockbox_primary,0.35526315789473684,OADMET-0002015,COc1ccc(OCC(=O)Nc2cc(-c3nc4ccccc4s3)ccc2C)cc1,4.12
801,OADMET-0003249,CCC1(CC)CNC(=O)C1NC(=O)c1nc(-c2ccco2)sc1C,CCC1(CC)CNC(=O)C1NC(=O)c1nc(-c2ccco2)sc1C,5.08,lockbox_primary,0.44776119402985076,OADMET-0005403,CCC1(CC)CNC(=O)C1NC(=O)c1n[nH]c2c1CCC2,4.98
805,OADMET-0005035,CN(C)c1ccc(S(=O)(=O)N2CCCC2C(F)(F)F)cn1,CN(C)c1ccc(S(=O)(=O)N2CCCC2C(F)(F)F)cn1,4.54,lockbox_primary,0.3055555555555556,OADMET-0004928,CP(C)(=O)C1CCN(c2ncc(C(F)(F)F)cc2S(=O)(=O)N2CCCC2C2CC2)CC1,5.55
808,OADMET-0005881,CCOc1ccc(CNC(=O)N2CCOC[C@@H]2CC(C)C)cc1F,CCOc1ccc(CNC(=O)N2CCOC[C@@H]2CC(C)C)cc1F,4.68,excluded_initial_emax,0.3670886075949367,OADMET-0003441,COc1ccc(CNC(=O)N2CC3(CC=CC3)C2C(C)C)cc1OC(F)F,5.75
811,OADMET-0003131,Cc1nnc(-c2cccc(-c3noc(C4CC(=O)N(c5ccc6c(c5)CCC6)C4)n3)c2)[nH]1,Cc1nnc(-c2cccc(-c3noc(C4CC(=O)N(c5ccc6c(c5)CCC6)C4)n3)c2)[nH]1,5.11,lockbox_primary,0.35,OADMET-0003081,Cc1cccc(-c2noc(C3CN(C)C(=O)c4ccccc43)n2)c1,5.59
825,OADMET-0006012,CCC(NC(CO)Cc1ccc(F)cc1)c1ccccc1F,CCC([NH2+]C(CO)Cc1ccc(F)cc1)c1ccccc1F,4.93,lockbox_primary,0.30434782608695654,OADMET-0002706,CCC(NC(=O)Cn1ncc2ccccc2c1=O)c1cc(F)ccc1F,4.94
846,OADMET-0004749,COCC(C)c1nc(C2(c3ccc(C)cc3)CCOCC2)no1,COCC(C)c1nc(C2(c3ccc(C)cc3)CCOCC2)no1,4.26,lockbox_primary,0.5084745762711864,OADMET-0005813,Cc1ccc(C2(c3noc(Cn4cc(C)cn4)n3)CCOCC2)cc1,4.13
851,OADMET-0000948,Cc1nc2ncccn2c1C(=O)N1CCC(c2nccn2CC(N)=O)CC1,Cc1nc2ncccn2c1C(=O)N1CCC(c2nccn2CC(N)=O)CC1,3.13,lockbox_primary,0.2911392405063291,OADMET-0005593,COCc1cccc(CC(=O)N2CCC(c3nccc(C)n3)CC2)c1,4.74
853,OADMET-0001045,Cn1ccnc1C1CCN(Cc2c(F)cccc2Cl)CC1,Cn1ccnc1C1CC[NH+](Cc2c(F)cccc2Cl)CC1,4.29,lockbox_primary,0.390625,OADMET-0003217,Cn1ccnc1CN1CCC(c2c[nH]c3ccccc23)CC1,4.220000000000001
858,OADMET-0001665,C=CC(=O)NCCC(=O)N[C@H]1CC[C@@H](S(C)(=O)=O)CC1,C=CC(=O)NCCC(=O)N[C@H]1CC[C@@H](S(C)(=O)=O)CC1,2.36,lockbox_primary,0.3230769230769231,OADMET-0001746,C=CC(=O)NCCC(=O)N1CCN(S(=O)(=O)c2csc(C)n2)CC1,2.6
874,OADMET-0002907,CSCc1cccnc1C(=O)N(Cc1ccccc1)C1COC(C)(C)C1,CSCc1cccnc1C(=O)N(Cc1ccccc1)C1COC(C)(C)C1,5.51,lockbox_primary,0.35526315789473684,OADMET-0005924,COc1cc(C(=O)N(Cc2ccccc2)C2CC(C)(C)OC2(C)C)on1,4.48
879,OADMET-0005247,COc1ccc([C@@H](C)NC(=O)c2cn3c(n2)COCC3)cc1C,COc1ccc([C@@H](C)NC(=O)c2cn3c(n2)COCC3)cc1C,4.72,excluded_initial_emax,0.38235294117647056,OADMET-0005605,COc1cccc(OC)c1C(=O)NC(C)c1cnn(C(C)C)c1,4.91
885,OADMET-0003324,CN1C(=O)CCCc2occ(C(=O)N3CCc4c3ccc(Cl)c4Cl)c21,CN1C(=O)CCCc2occ(C(=O)N3CCc4c3ccc(Cl)c4Cl)c21,5.86,lockbox_primary,0.2894736842105263,OADMET-0005200,CC(C)Cc1ncc(C(=O)N2CCC(=O)N(C)c3ccccc32)s1,5.33
890,OADMET-0005550,CCN1CCCC(NC(=O)Nc2cccc3cc[nH]c23)C1=O,CCN1CCCC(NC(=O)Nc2cccc3cc[nH]c23)C1=O,5.0,lockbox_primary,0.37142857142857144,OADMET-0005782,Cn1ncc(C(=O)Nc2cccc3cc[nH]c23)c1-n1cccc1,4.83
891,OADMET-0002023,O=C(NCc1ccc(Cl)cc1)c1cnccn1,O=C(NCc1ccc(Cl)cc1)c1cnccn1,2.7,lockbox_primary,0.42105263157894735,OADMET-0002221,O=C(O)c1cnccn1,2.64
892,OADMET-0005041,CC(C)c1cc(C(=O)NCc2cccc(N3CCOCC3)n2)on1,CC(C)c1cc(C(=O)NCc2cccc(N3CCOCC3)n2)on1,4.63,lockbox_primary,0.5223880597014925,OADMET-0005899,O=C(NCc1cccc(N2CCOCC2)n1)c1csc2c1CCCC2,4.59
902,OADMET-0000942,CCc1ccc(-c2cc(C(=O)NCCCc3nnn[nH]3)[nH]n2)cc1,CCc1ccc(-c2cc(C(=O)NCCCc3nnn[n-]3)[nH]n2)cc1,2.26,lockbox_primary,0.4444444444444444,OADMET-0001242,O=C(NCCCc1nnn[nH]1)c1[nH]nc2c1CCC2,2.62
924,OADMET-0004947,CC(C)(C)c1ocnc1CN1CCCCC1C1CCCCC1O,CC(C)(C)c1ocnc1C[NH+]1CCCCC1C1CCCCC1O,4.89,lockbox_primary,0.28378378378378377,OADMET-0005936,COc1cc(C#N)ccc1OCC(=O)N1CCCC1C1CCCC1O,4.97
929,OADMET-0005762,O=C(c1ncoc1-c1ccon1)N1CCOc2c(Br)cccc2C1,O=C(c1ncoc1-c1ccon1)N1CCOc2c(Br)cccc2C1,4.79,lockbox_primary,0.29333333333333333,OADMET-0002042,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N1CCc2ccccc2C1,5.61
934,OADMET-0003761,N=C(N)NCCN1CCCCCCC1,NC(=[NH2+])NCC[NH+]1CCCCCCC1,1.89,lockbox_primary,0.28125,OADMET-0002199,O=C(O)CN1CCCC1,1.95
939,OADMET-0002689,Cc1n[nH]c(C)c1CNC(=O)c1ccc(Oc2ccc(C(C)C)cc2)nc1,Cc1n[nH]c(C)c1CNC(=O)c1ccc(Oc2ccc(C(C)C)cc2)nc1,4.07,lockbox_primary,0.3387096774193548,OADMET-0002213,CC(C)c1ccc(OCc2ccc(C(=O)O)cc2)cc1,2.98
943,OADMET-0005421,Cc1noc(CCNC(=O)N2CC(C)(C)[C@H]3CCC[C@H]32)n1,Cc1noc(CCNC(=O)N2CC(C)(C)[C@H]3CCC[C@H]32)n1,4.68,lockbox_primary,0.3787878787878788,OADMET-0002939,CC1(C)CN(C(=O)CCc2ccc(S(C)(=O)=O)cc2)[C@H]2CCC[C@H]21,5.17
947,OADMET-0001568,C=CC(=O)NCCC(=O)N1CCN(C(=O)c2ccsc2)CC1,C=CC(=O)NCCC(=O)N1CCN(C(=O)c2ccsc2)CC1,2.55,lockbox_primary,0.5185185185185185,OADMET-0001613,C=CC(=O)NCCC(=O)N1CCN(c2cc(Cl)c(Cl)c(Cl)c2)CC1,4.08
949,OADMET-0002286,O=C(O)c1ccc2c(c1)OCO2,O=C([O-])c1ccc2c(c1)OCO2,2.55,lockbox_primary,0.45454545454545453,OADMET-0001887,COc1ccc(OC)c(NC(=O)c2ccc3c(c2)OCO3)c1,4.13
958,OADMET-0005566,CC(c1ccccn1)N(C)C(=O)c1nc2cc(Br)c(F)cc2[nH]1,CC(c1ccccn1)N(C)C(=O)c1nc2cc(Br)c(F)cc2[nH]1,5.31,lockbox_primary,0.3333333333333333,OADMET-0004783,Cc1ccc(S(=O)(=O)N(C)C(C)c2ccccn2)c(C)c1,4.91
963,OADMET-0003272,Cc1cc(CS(=O)(=O)N2CCc3c(cccc3C(C)C)C2)no1,Cc1cc(CS(=O)(=O)N2CCc3c(cccc3C(C)C)C2)no1,5.13,lockbox_primary,0.31343283582089554,OADMET-0003399,CC(O)CN(c1ccccc1)S(=O)(=O)N1CCc2ccccc2C1,5.3
971,OADMET-0003125,COc1cc(NC(=O)C(C)c2c(F)cccc2F)cnc1OC,COc1cc(NC(=O)C(C)c2c(F)cccc2F)cnc1OC,4.91,lockbox_primary,0.35,OADMET-0004719,COc1cc(F)c(S(=O)(=O)Nc2cnc(C(C)C)nc2)cc1F,4.64
980,OADMET-0004899,CCc1nnc(NC(=O)C(C)C(C)NC(=O)c2ccc3sccc3c2)s1,CCc1nnc(NC(=O)C(C)C(C)NC(=O)c2ccc3sccc3c2)s1,4.73,lockbox_primary,0.2962962962962963,OADMET-0005330,CC(c1ccsc1)N1CCN(C(=O)Nc2nnc(CC(F)(F)F)s2)CC1,4.21
984,OADMET-0001096,CCCn1cc(NC(=O)N(C)Cc2cc(-c3ccncc3)no2)nn1,CCCn1cc(NC(=O)N(C)Cc2cc(-c3ccncc3)no2)nn1,2.3,lockbox_primary,0.37662337662337664,OADMET-0001362,CCCn1cc(NC(=O)NC(C)c2ccc(-n3cncn3)cc2)nn1,3.53
1000,OADMET-0003327,Cc1cccnc1S(=O)(=O)NCC(OC1CCCC1)C(F)(F)F,Cc1cccnc1S(=O)(=O)NCC(OC1CCCC1)C(F)(F)F,5.69,lockbox_primary,0.36231884057971014,OADMET-0002817,CCOc1cccnc1S(=O)(=O)NCc1ccc(F)cc1C(F)(F)F,5.3
1007,OADMET-0001582,C=CC(=O)N(C)CC(=O)Nc1ccc(N2CCCCC2)cc1C(N)=O,C=CC(=O)N(C)CC(=O)Nc1ccc(N2CCCCC2)cc1C(N)=O,3.01,lockbox_primary,0.4307692307692308,OADMET-0001739,C=CC(=O)N(C)CC(=O)N1CCN(c2cccc(Br)c2)CC1,3.59
1014,OADMET-0001774,C=CC(=O)Nc1ccc(CC(=O)N2CC3(CCOCC3)CC2C)cc1,C=CC(=O)Nc1ccc(CC(=O)N2CC3(CCOCC3)CC2C)cc1,4.45,lockbox_primary,0.4264705882352941,OADMET-0001771,C=CC(=O)Nc1ccc(C(=O)NCCOC2(C)CCOCC2)cc1,3.87
1017,OADMET-0001414,Cn1nc(C2CCCN(C(=O)C3CCC3)C2)n(C2CCCC2)c1=O,Cn1nc(C2CCCN(C(=O)C3CCC3)C2)n(C2CCCC2)c1=O,4.86,excluded_initial_emax,0.32857142857142857,OADMET-0001576,C=CC(=O)N1CCCC(C(=O)N2CCCC(c3ocnc3C(=O)OC)C2)C1,2.7
1022,OADMET-0005810,CO[C@H]1C[C@H](c2nnc(C)o2)N(CC2CCc3ccccc3C2)C1,CO[C@H]1C[C@H](c2nnc(C)o2)[NH+](CC2CCc3ccccc3C2)C1,4.75,lockbox_primary,0.5,OADMET-0005604,CO[C@H]1C[C@H](c2nnc(C)o2)N(Cc2nc(C(C)(C)C)cs2)C1,3.91
1025,OADMET-0003197,O=c1[nH]c2cc(Cl)c(S(=O)(=O)Nc3ccc(OC4CCCC4)c(F)c3)cc2o1,O=c1[nH]c2cc(Cl)c(S(=O)(=O)Nc3ccc(OC4CCCC4)c(F)c3)cc2o1,5.02,lockbox_primary,0.32432432432432434,OADMET-0005226,Cn1c(=O)oc2cc(NS(=O)(=O)c3ccc(Cl)c(F)c3)ccc21,4.2
1027,OADMET-0005170,COc1cc(C)ccc1NC(=O)C1CC2(C)CCCN2S1(=O)=O,COc1cc(C)ccc1NC(=O)C1CC2(C)CCCN2S1(=O)=O,5.14,lockbox_primary,0.36666666666666664,OADMET-0001908,COc1ccc(NC(=O)c2ccc(C)cc2)c(OC)c1,4.05
1038,OADMET-0003728,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,CC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,2.74,lockbox_primary,0.2698412698412698,OADMET-0002005,CC(CC(=O)NC1CCCC1)c1ccccc1,4.24
1043,OADMET-0003122,COc1cc(OC)cc(C(=O)N(C)Cc2cccc(C)c2)c1,COc1cc(OC)cc(C(=O)N(C)Cc2cccc(C)c2)c1,5.37,lockbox_primary,0.38636363636363635,OADMET-0002273,COc1cccc(C(=O)O)c1,2.48
1070,OADMET-0001602,C=CC(=O)N1CCCC(C(=O)NCc2cc(=O)nc(SC)[nH]2)C1,C=CC(=O)N1CCCC(C(=O)NCc2cc(=O)nc(SC)[nH]2)C1,1.77,lockbox_primary,0.43243243243243246,OADMET-0001615,C=CC(=O)N1CCC(C(=O)NCc2cc3c(cc2OC)OCO3)C1,2.79
1072,OADMET-0002626,CCC1OCCCC1C(=O)Nc1nnc(-c2ccc(C)cc2C)s1,CCC1OCCCC1C(=O)Nc1nnc(-c2ccc(C)cc2C)s1,5.19,lockbox_primary,0.35443037974683544,OADMET-0005649,CC1OCCCC1C(=O)Nc1cc(-c2cccs2)nn1CCO,4.79
1076,OADMET-0002899,Cc1ccc2snc(C(=O)NC(c3cnn(C)c3)C(C)C)c2c1,Cc1ccc2snc(C(=O)NC(c3cnn(C)c3)C(C)C)c2c1,5.78,lockbox_primary,0.32432432432432434,OADMET-0005858,Cn1cc(C(NC(=O)c2cccc3c2OCC3)C(C)(C)C)cn1,5.29
1081,OADMET-0004966,CCC(NC(=O)c1cnc(N)c(Cl)c1)c1cc(F)ccc1OC,CCC(NC(=O)c1cnc(N)c(Cl)c1)c1cc(F)ccc1OC,5.15,lockbox_primary,0.35802469135802467,OADMET-0003884,COc1ccc(C(=O)NC(CNS(=O)(=O)c2cnn(C)c2)c2ccccc2)cc1Cl,4.58
1085,OADMET-0001784,C=CC(=O)N(C)CC(=O)N1CC[C@H](c2ccccc2)[C@H](CO)C1,C=CC(=O)N(C)CC(=O)N1CC[C@H](c2ccccc2)[C@H](CO)C1,3.37,excluded_initial_emax,0.515625,OADMET-0001612,C=CC(=O)N(C)CC(=O)N1CC[C@@H](Oc2cccc(Cl)c2)C1,3.53
1089,OADMET-0005065,Cc1[nH]cnc1C(=O)NC(c1c[nH]c2cccc(F)c12)C(F)(F)F,Cc1[nH]cnc1C(=O)NC(c1c[nH]c2cccc(F)c12)C(F)(F)F,5.19,lockbox_primary,0.25882352941176473,OADMET-0004767,O=C(NC(c1ccccc1)c1ccc2[nH]cnc2c1)C1CCN(c2ccccc2F)C1,5.32
1090,OADMET-0003864,Cn1cnnc1Sc1ccc(C(=O)Nc2ccccc2OCC(F)F)cc1[N+](=O)[O-],Cn1cnnc1Sc1ccc(C(=O)Nc2ccccc2OCC(F)F)cc1[N+](=O)[O-],4.92,lockbox_primary,0.31645569620253167,OADMET-0004458,CC(C)COc1ccccc1NC(=O)c1ccc(C(N)=O)s1,5.18
1092,OADMET-0002002,O=C(NCCCN1CCOCC1)c1ccc(Cl)cc1,O=C(NCCC[NH+]1CCOCC1)c1ccc(Cl)cc1,2.58,lockbox_primary,0.5121951219512195,OADMET-0002000,O=C(NCCO)c1ccc(Cl)cc1,1.92
1098,OADMET-0002790,O=S(=O)(c1cccc(Cl)c1O)N1CC(CO)(c2ccccc2)C1,O=S(=O)(c1cccc(Cl)c1O)N1CC(CO)(c2ccccc2)C1,4.93,lockbox_primary,0.359375,OADMET-0003372,Cc1ccc(S(=O)(=O)N2CCCCC2)cc1NS(=O)(=O)c1cccc(Cl)c1O,5.37
1102,OADMET-0003254,O=C(CCCc1cccs1)Nc1nc2c(s1)C(=O)NCC2,O=C(CCCc1cccs1)Nc1nc2c(s1)C(=O)NCC2,2.93,lockbox_primary,0.27710843373493976,OADMET-0001190,O=C(CCCn1cncn1)NC1CCCN(Cc2cccs2)C1,3.48
1103,OADMET-0001138,COc1ccc(N2CCN(Cc3cc(=O)c(OC)co3)C(C)C2=O)cc1,COc1ccc(N2CC[NH+](Cc3cc(=O)c(OC)co3)C(C)C2=O)cc1,2.9,lockbox_primary,0.29333333333333333,OADMET-0001752,C=CC(=O)NC1CCN(Cc2ccc(OC)cc2OC)C1=O,3.33
1105,OADMET-0001666,C=CC(=O)N1CCC(C(=O)NC(CCO)c2cccs2)CC1,C=CC(=O)N1CCC(C(=O)NC(CCO)c2cccs2)CC1,1.76,lockbox_primary,0.4,OADMET-0001778,C=CC(=O)N1CCC(C(=O)NCc2nnc(CC)s2)CC1,2.28
1107,OADMET-0000983,CC(=O)c1c(C)nn(CC(=O)NCc2nc(-c3ccncc3)n[nH]2)c1C,CC(=O)c1c(C)nn(CC(=O)NCc2nc(-c3ccncc3)n[nH]2)c1C,2.32,lockbox_primary,0.30666666666666664,OADMET-0001216,O=C(NCCc1nc(-c2cccnc2)n[nH]1)c1cnn[nH]1,3.11
1110,OADMET-0003129,Cc1n[nH]c2ccc(-c3ccc(N4CCC(C(N)=O)CC4)nc3)cc12,Cc1n[nH]c2ccc(-c3ccc(N4CCC(C(N)=O)CC4)nc3)cc12,2.87,excluded_initial_emax,0.35443037974683544,OADMET-0001279,CCCOC1CCCN(C(=O)c2cccc(-c3ccc4[nH]nc(N)c4c3)c2)C1,4.83
1115,OADMET-0001940,O=C(NCCCN1CCOCC1)c1cc(-c2ccc(O)cc2)on1,O=C(NCCC[NH+]1CCOCC1)c1cc(-c2ccc(O)cc2)on1,2.27,lockbox_primary,0.5081967213114754,OADMET-0001864,O=C(NCCCn1ccnc1)c1cc(-c2ccccc2)on1,3.49
1119,OADMET-0001171,CCCCC(=O)Nc1ccc(C)cc1NC(=O)Cn1nnnc1N,CCCCC(=O)Nc1ccc(C)cc1NC(=O)Cn1nnnc1N,3.55,lockbox_primary,0.46875,OADMET-0001056,CCCCC(=O)Nc1ccc(C)cc1NC(=O)c1ccc(CN(C)C)o1,3.92
1120,OADMET-0003921,Cc1cccn2cc(-c3ccc(NC(C)c4cnn(C)n4)cc3)nc12,Cc1cccn2cc(-c3ccc(NC(C)c4cnn(C)n4)cc3)nc12,4.4,lockbox_primary,0.2631578947368421,OADMET-0005287,Cc1cccn2cc(C(=O)Nc3c4c(nn3C)CCCC4)cc12,4.73
1124,OADMET-0005431,CC1CCCCN1C(=O)c1ccc(NCc2cc(=O)n(C)c(=O)n2C)cc1Cl,CC1CCCCN1C(=O)c1ccc(NCc2cc(=O)n(C)c(=O)n2C)cc1Cl,5.04,lockbox_primary,0.2987012987012987,OADMET-0003294,Cc1cccc2c1sc(=O)n2CC(=O)N1CCCCC1C,5.23
1126,OADMET-0003684,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,1.98,lockbox_primary,0.22807017543859648,OADMET-0002310,CN(C)c1cccc(C(=O)O)c1,1.97
1127,OADMET-0001767,C=CC(=O)N1CCC(C(=O)N2CCCc3sc(Br)cc3C2)CC1,C=CC(=O)N1CCC(C(=O)N2CCCc3sc(Br)cc3C2)CC1,5.25,lockbox_primary,0.417910447761194,OADMET-0001564,C=CC(=O)N1CCC(C(=O)N2CCc3c(ncn3-c3ccccc3)C2)CC1,2.92
1132,OADMET-0001766,C=CC(=O)Nc1ccc(N2CCC(O)CC2)cc1OCCC,C=CC(=O)Nc1ccc(N2CCC(O)CC2)cc1OCCC,4.28,lockbox_primary,0.34285714285714286,OADMET-0001583,C=CC(=O)Nc1ccccc1N1CCN(C(=O)OCC(C)C)CC1,5.28
1136,OADMET-0001299,Fc1ccccc1CCC1CCCN(c2nnnn2-c2ccccc2)C1,Fc1ccccc1CCC1CCCN(c2nnnn2-c2ccccc2)C1,4.92,lockbox_primary,0.3026315789473684,OADMET-0001010,CCCc1nnsc1C(=O)N1CCCC(CCc2ccc(F)cc2)C1,5.6
1137,OADMET-0002602,CC(C)C(C)(NCc1cn(C(C)(C)C)nn1)c1ccc(Br)cc1,CC(C)C(C)([NH2+]Cc1cn(C(C)(C)C)nn1)c1ccc(Br)cc1,5.62,lockbox_primary,0.35,OADMET-0005052,Cc1nc(C)c(C(=O)NC(C)(c2ccc(Br)cc2)C(C)C)o1,4.82
1138,OADMET-0001344,Cc1cc(C(=O)NCc2nc(N)nc(N(C)C)n2)c(-c2ccccc2)o1,Cc1cc(C(=O)NCc2nc(N)nc(N(C)C)n2)c(-c2ccccc2)o1,4.08,lockbox_primary,0.4696969696969697,OADMET-0000964,CN(C)c1nc(N)nc(CNC(=O)c2ccc(CCC(C)(C)O)cc2)n1,3.15
1140,OADMET-0001998,COc1ccccc1CNC(=O)c1cccc(N(C)C)c1,COc1ccccc1CNC(=O)c1cccc(N(C)C)c1,4.87,lockbox_primary,0.45454545454545453,OADMET-0002310,CN(C)c1cccc(C(=O)O)c1,1.97
1149,OADMET-0001071,O=C(NCC1CCN(Cc2ncc[nH]2)CC1)c1ccsc1,O=C(NCC1CC[NH+](Cc2ncc[nH]2)CC1)c1ccsc1,2.86,lockbox_primary,0.38571428571428573,OADMET-0001259,Cc1ccc(CN2CCC(CNC(=O)c3n[nH]nc3C)CC2)o1,2.88
1151,OADMET-0005334,O=C(c1cc(-c2ccccn2)ns1)N1CCCC(c2cc(O)cc(F)c2)C1,O=C(c1cc(-c2ccccn2)ns1)N1CCCC(c2cc(O)cc(F)c2)C1,4.47,lockbox_primary,0.3684210526315789,OADMET-0004510,Cn1cc(C2CCCN(C(=O)c3cc(-c4ccccc4)ccn3)C2)cn1,4.78
1152,OADMET-0002061,NC1CCN(Cc2ccccc2)CC1,[NH3+]C1CC[NH+](Cc2ccccc2)CC1,1.98,lockbox_primary,0.45454545454545453,OADMET-0001981,O=C(NC1CCN(Cc2ccccc2)CC1)c1ccc(I)cc1,1.81
1161,OADMET-0001258,Cc1cnc2c(C(=O)Nc3ccc(Oc4nnn[nH]4)cc3)cnn2c1,Cc1cnc2c(C(=O)Nc3ccc(Oc4nnn[n-]4)cc3)cnn2c1,1.64,lockbox_primary,0.4507042253521127,OADMET-0001063,Cc1nn(C)c(C)c1CCC(=O)Nc1ccc(Oc2nnn[nH]2)cc1,2.44
1163,OADMET-0003655,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1,3.96,lockbox_primary,0.29069767441860467,OADMET-0001164,COC1CCCN(Cc2cc(-c3cccnc3)ccc2OCC(=O)O)C1,2.51
1165,OADMET-0003600,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,2.65,lockbox_primary,0.4888888888888889,OADMET-0003573,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,4.52
1168,OADMET-0005806,CC1(C)CCOC1CS(=O)(=O)N1CCCC(c2ccn[nH]2)C1,CC1(C)CCOC1CS(=O)(=O)N1CCCC(c2ccn[nH]2)C1,5.22,lockbox_primary,0.39705882352941174,OADMET-0005544,CC(C)N1CCC(NS(=O)(=O)CC2OCCC2(C)C)C1=O,4.8
1182,OADMET-0002140,Nc1nnc(C2CC2)s1,Nc1nnc(C2CC2)s1,2.52,lockbox_primary,0.34146341463414637,OADMET-0001986,O=C(Nc1nnc(C2CC2)s1)c1ccncc1,3.85
1184,OADMET-0005749,COCCC1(C(=O)N2CCN(S(=O)(=O)Cc3ccccc3)CC2)CC1,COCCC1(C(=O)N2CCN(S(=O)(=O)Cc3ccccc3)CC2)CC1,4.3,lockbox_primary,0.375,OADMET-0004915,COCC1(C(=O)N2CCN(c3ccccc3C#N)CC2)CCC1,5.19
1187,OADMET-0004830,CCOc1nc(C)ccc1C(=O)N1CCCC1c1csc(C)n1,CCOc1nc(C)ccc1C(=O)N1CCCC1c1csc(C)n1,4.67,lockbox_primary,0.47692307692307695,OADMET-0005857,Cc1nc(C2CCCN2CC(=O)N2CCCCC2C)cs1,5.06
1191,OADMET-0001103,CCc1ccc(C(=O)N(C)Cc2ncccc2C)[nH]1,CCc1ccc(C(=O)N(C)Cc2ncccc2C)[nH]1,3.94,lockbox_primary,0.3333333333333333,OADMET-0001319,CCc1ccc(C(=O)NC(C)c2c(C)nn(C)c2C)[nH]1,3.69
1195,OADMET-0002861,O=S(=O)(Nc1ccc2occc2c1)c1cccc2cccnc12,O=S(=O)(Nc1ccc2occc2c1)c1cccc2cccnc12,5.83,lockbox_primary,0.3283582089552239,OADMET-0005698,O=C(CC1CC=CC1)NS(=O)(=O)c1cc(Cl)cc2cccnc12,4.41
1198,OADMET-0003330,Cc1cc2c(o1)CC(C)(C)CC2NC(=O)c1c[nH]c2ccccc2c1=O,Cc1cc2c(o1)CC(C)(C)CC2NC(=O)c1c[nH]c2ccccc2c1=O,5.29,lockbox_primary,0.3888888888888889,OADMET-0004256,O=C(NCc1cc(F)c(Cl)cc1F)c1c[nH]c2ccccc2c1=O,5.3
1199,OADMET-0001734,C=CC(=O)Nc1cccc(CS(=O)(=O)C2CCCCC2)c1,C=CC(=O)Nc1cccc(CS(=O)(=O)C2CCCCC2)c1,4.53,lockbox_primary,0.4393939393939394,OADMET-0001776,C=CC(=O)Nc1cccc(CC(=O)NC2CCSc3c(F)cccc32)c1,3.98
1201,OADMET-0005809,CN1CCC(OCc2nc(-c3ccc(Oc4ccccc4C(F)(F)F)nc3)no2)CC1,C[NH+]1CCC(OCc2nc(-c3ccc(Oc4ccccc4C(F)(F)F)nc3)no2)CC1,5.62,excluded_initial_emax,0.26744186046511625,OADMET-0001132,O=C(CSCCN1CCCC1)N1CCC(OCc2ccccn2)CC1,2.67
1211,OADMET-0005577,O=C(Cc1cccc2cccnc12)N1CCCCC1c1ncon1,O=C(Cc1cccc2cccnc12)N1CCCCC1c1ncon1,4.9,lockbox_primary,0.4444444444444444,OADMET-0002731,O=C(c1cc2c(s1)-c1ccccc1CC2)N1CCCCC1c1ncon1,5.61
